Event 138712468,1.28537
Event 138712468,2.23876
Event 138712468,1.73236
Event 138712468,-1.2993
Event 138712468,2.33652
Event 138712481,-0.217727
Event 138712481,-2.26487
Event 138712481,1.40455
Event 138712481,2.52878
Event 138712481,-0.455848
Event 138712481,-0.131641
Event 138712459,0.703335
Event 138712459,-0.683576
Event 138712459,0.580262
Event 138712459,0.115605
Event 138712459,-0.74609
Event 138712459,3.29325
Event 138712459,0.898095
Event 138712494,1.09079
Event 138712494,-4.83834
Event 138712494,3.15889
Event 138712494,-2.93002
Event 138712494,3.55824
Event 138712494,0.466203
Event 138712494,-0.679872
Event 138712494,-0.116234
Event 138712447,1.63051
Event 138712447,4.29574
Event 138712447,-0.325806
Event 138712447,-3.78903
Event 138712447,-4.38568
Event 138712447,3.40636
Event 138712447,0.247029
Event 138712475,1.2976
Event 138712475,1.88485
Event 138712475,1.13506
Event 138712475,-0.549635
Event 138712475,-4.97115
Event 138712475,1.53335
Event 138712475,1.86972
Event 138712475,-3.90968
Event 138712475,-3.90877
Event 138712475,1.57352
Event 138712475,2.73902
Event 138712475,3.16349
Event 138712514,2.82465
Event 138712514,2.75895
Event 138712514,-0.754488
Event 138712514,-2.95608
Event 138712514,-3.23965
Event 138712526,2.54574
Event 138712526,0.377602
Event 138712526,1.77819
Event 138712526,3.65977
Event 138712526,0.287174
Event 138712526,1.28131
Event 138712526,-4.55494
Event 138712526,3.02796
Event 138712483,-1.12383
Event 138712483,0.192996
Event 138712483,1.50755
Event 138712483,3.58436
Event 138712483,-0.622483
Event 138712483,3.34573
Event 138712483,-0.0871211
Event 138712483,-0.798534
Event 138712483,0.186154
Event 138712542,-3.55482
Event 138712542,-1.33316
Event 138712542,-3.13556
Event 138712537,0.788359
Event 138712537,1.14563
Event 138712467,4.34156
Event 138712467,-3.28903
Event 138712467,3.69486
Event 138712467,5.00655
Event 138712467,-3.90308
Event 138712467,-1.4555
Event 138712467,-1.02807
Event 138712467,-0.457952
Event 138712467,0.175712
Event 138712541,0.264994
Event 138712541,-2.67883
Event 138712484,-1.14449
Event 138712484,-1.95783
Event 138712484,4.98061
Event 138712484,-2.4416
Event 138712484,4.36707
Event 138712484,-4.77732
Event 138712484,-1.24156
Event 138712484,0.350106
Event 138712484,-0.217503
Event 138712543,-1.32614
Event 138712543,-1.09559
Event 138712543,4.95802
Event 138712543,4.61201
Event 138712543,-2.05424
Event 138712543,-2.3369
Event 138712543,-2.36338
Event 138712562,0.771926
Event 138712562,2.10381
Event 138712562,-3.82637
Event 138712562,-2.01376
Event 138712562,4.57279
Event 138712562,3.00638
Event 138712562,3.57371
Event 138712562,3.74263
Event 138712562,-0.329575
Event 138712562,0.74358
Event 138712562,3.03864
Event 138712562,4.40106
Event 138712562,2.61294
Event 138712562,3.71319
Event 138712510,-1.69735
Event 138712510,-0.430824
Event 138712510,-3.73678
Event 138712510,3.47256
Event 138712510,2.85432
Event 138712510,-2.41765
Event 138712510,-0.762103
Event 138712510,-2.12009
Event 138712544,-1.5322
Event 138712544,-2.57472
Event 138712544,-2.69439
Event 138712544,-1.42293
Event 138712544,-2.74804
Event 138712544,-2.26756
Event 138712482,1.7246
Event 138712482,0.87438
Event 138712482,3.51614
Event 138712482,-0.588768
Event 138712482,3.99778
Event 138712482,4.96648
Event 138712482,-4.95967
Event 138712482,0.712262
Event 138712482,4.23001
Event 138712482,4.27487
Event 138712482,4.99917
Event 138712482,5.03486
Event 138712482,0.945739
Event 138712482,-0.0243208
Event 138712561,1.66855
Event 138712561,-1.41504
Event 138712561,1.33923
Event 138712561,-1.54849
Event 138712561,3.56943
Event 138712561,-2.79646
Event 138712561,3.69084
Event 138712561,3.62521
Event 138712561,-1.47924
Event 138712566,-2.67926
Event 138712566,-3.99999
Event 138712566,3.31982
Event 138712566,-1.17616
Event 138712566,-3.22313
Event 138712566,-2.83448
Event 138712566,-4.90509
Event 138712566,0.502036
Event 138712566,0.211778
Event 138712580,1.13736
Event 138712580,-3.61934
Event 138712580,-1.67343
Event 138712580,4.97414
Event 138712580,0.855178
Event 138712580,-1.08877
Event 138712580,-0.922395
Event 138712532,0.632832
Event 138712532,-2.08366
Event 138712532,2.06281
Event 138712532,-4.28368
Event 138712532,3.71581
Event 138712532,4.63992
Event 138712532,-0.897106
Event 138712532,0.13007
Event 138712532,1.92837
Event 138712532,0.979625
Event 138712594,1.4004
Event 138712594,-0.773725
Event 138712594,-1.17353
Event 138712594,2.8603
Event 138712594,-1.30518
Event 138712594,-1.45178
Event 138712594,-3.10162
Event 138712594,-0.629875
Event 138712594,-0.11198
Event 138712584,1.46603
Event 138712584,1.81076
Event 138712584,-0.66699
Event 138712584,2.80129
Event 138712584,-2.36952
Event 138712584,1.11249
Event 138712584,0.76045
Event 138712602,-2.05462
Event 138712602,-2.73404
Event 138712602,0.316997
Event 138712602,0.851741
Event 138712602,-4.32128
Event 138712602,-2.74113
Event 138712602,-3.49421
Event 138712602,0.873904
Event 138712598,-0.473977
Event 138712598,0.77392
Event 138712598,-3.11015
Event 138712598,-1.25914
Event 138712598,-0.310452
Event 138712598,0.153171
Event 138712598,-0.0889635
Event 138712556,0.61104
Event 138712556,2.76551
Event 138712556,-3.71398
Event 138712556,3.55254
Event 138712556,-3.89481
Event 138712556,4.57239
Event 138712556,-2.65328
Event 138712556,-3.35195
Event 138712556,3.90731
Event 138712556,1.91684
Event 138712556,1.34748
Event 138712556,0.388899
Event 138712600,-2.44195
Event 138712600,0.576509
Event 138712600,-2.37761
Event 138712600,1.46662
Event 138712600,-2.84857
Event 138712600,-2.84856
Event 138712599,-0.107069
Event 138712599,-1.0352
Event 138712599,0.776345
Event 138712599,3.83518
Event 138712599,-0.901564
Event 138712599,-1.75324
Event 138712599,-3.87191
Event 138712599,-1.21924
Event 138712599,-3.71469
Event 138712599,-3.65899
Event 138712599,-0.795585
Event 138712595,-1.1945
Event 138712595,0.428417
Event 138712595,1.53737
Event 138712595,1.99455
Event 138712595,-3.16536
Event 138712595,1.68952
Event 138712595,-4.23571
Event 138712595,-0.851913
Event 138712595,-1.48424
Event 138712575,1.59878
Event 138712575,-0.927912
Event 138712575,-1.71395
Event 138712575,-1.47522
Event 138712575,1.19863
Event 138712575,4.88572
Event 138712575,3.54763
Event 138712575,-4.385
Event 138712575,1.73759
Event 138712575,1.58196
Event 138712575,1.16462
Event 138712563,-4.57203
Event 138712563,-4.36407
Event 138712563,-2.73052
Event 138712563,-3.74264
Event 138712563,-0.357894
Event 138712563,-0.789845
Event 138712563,-0.171738
Event 138712603,1.0609
Event 138712603,0.624113
Event 138712603,-2.37651
