Event 138712468,83.1549,73.2097,52.2596,50.7432,43.2174,42.7398,19.2889,12.3186,11.6172,10.9696
Event 138712481,90.3268,71.8943,57.3596,55.1546,50.6789,37.7696,37.3038,31.0859,28.5433,24.8309,17.8558,11.2808
Event 138712459,63.3053,61.31,52.5158,51.1931,30.0724,16.6718,11.0988
Event 138712494,90.0217,84.3608,43.7796,29.9996,21.7608,15.8809,14.6995,14.3962,14.2439,10.1556
Event 138712447,76.6126,53.7548,23.5627,21.3531,19.0207,18.1443,16.4742,14.9796,14.2287,13.5434,13.1723,11.0106,10.5114
Event 138712475,129.536,126.06,94.1121,82.1287,44.2482,35.0896,24.1942,19.9097,15.5292,13.8208,13.1389,10.4121
Event 138712514,181.647,66.151,45.0928,23.6772,20.1668,17.8939,17.0442,15.3024,14.2728,14.2619,13.096,12.6771,11.327
Event 138712526,187.055,140.547,115.178,42.0391,25.0062,22.8102,13.8712,13.7062,13.4222,11.2045
Event 138712483,139.034,115.974,50.8126,48.0975,47.1376,30.2667,23.6067,22.224,20.661,15.4773,14.8529,13.6498,11.3197,10.5703
Event 138712542,103.009,78.9723,65.0323,42.9513,30.9856,18.7966,14.4386,13.7442,12.3262
Event 138712537,138.344,109.306,39.0349,16.3737
Event 138712467,184.127,108.426,103.704,59.219,52.6167,25.7143,22.4621,18.291,14.5609,13.6974,13.6805,12.4147,12.3073,12.1429,12.0005,10.0877
Event 138712541,90.2806,41.5605,36.1783,34.1257,16.7894,15.9759,13.972,12.794,11.6722,11.3602,10.7973
Event 138712484,88.2137,40.7522,39.2749,20.2912,19.8641,16.8812,14.7963,14.7406,13.3599,12.7174,12.2336,11.3647
Event 138712543,149.898,83.8884,82.5922,51.1239,33.6721,30.4821,13.7797,11.2649,10.9561
Event 138712562,79.2493,52.8009,47.5758,14.658,14.5964,14.1681,13.0387,12.788,11.9286,11.7524,11.1762
Event 138712510,154.803,117.861,51.252,43.3301,34.0997,29.4367,23.4059,22.4149,19.053,18.3186,17.3847,16.0074,15.0645
Event 138712544,75.0335,70.1003,57.6294,23.2783,22.9244,19.8519,14.263,11.7281,11.1127,10.3107
Event 138712482,90.4584,38.2391,31.9362,27.0314,24.2448,21.2587,20.4089,20.1903,18.6668,15.4098,15.3986,15.3643,13.8692,12.6057,11.4695,10.7355
Event 138712561,82.0241,64.2402,41.7615,33.2264,31.8789,27.9551,21.5183,18.5708,18.5399,15.0906,11.915,11.6644,11.6315,11.4784
Event 138712566,129.101,125.195,100.539,35.2196,35.0423,31.4318,31.0657,22.3885,18.6677,12.7121,12.3844,12.2642
Event 138712580,60.1039,48.715,44.0961,37.8156,18.43,16.5073,15.756,14.0493,13.3692
Event 138712532,108.187,95.9112,94.9951,30.2687,21.7453,20.7487,18.9968,18.719,17.6195,17.3938,16.8336,15.5804,14.7819,13.8917,13.8302,13.4586,11.0822,10.7067,10.4684,10.0614
Event 138712594,194.111,119.503,103.759,103.133,88.8892,69.4088,44.8125,27.0302,19.8618,19.8321,14.0397,13.9999,13.8719
Event 138712584,192.055,155.41,51.1683,24.2396,21.541,16.0635,15.3172,14.2995,13.9445,13.2634,12.6961,12.1065
Event 138712602,158.114,99.0815,56.3064,43.9879,41.5515,40.5359,19.8097,15.743,12.9618,11.4889,10.8575
Event 138712598,216.932,197.131,75.4626,48.2061,30.7939,30.2456,14.4922,11.856,11.0377
Event 138712556,229.039,214.864,102.307,34.9308,32.3644,22.9223,19.643,16.6945,14.8534,14.5497,14.1169,12.7051,11.6334,11.5799,11.4178,11.1102,10.9352
Event 138712600,102.648,102.237,81.7813,61.7866,57.6167,56.9424,35.4492,13.7458,12.2342,11.2456
Event 138712599,70.272,65.4812,64.2095,25.2708,23.3315,22.0916,19.9239,16.5286,15.6738,14.9973,14.6197,12.8079,12.0527,10.4853
Event 138712595,97.8916,83.3209,75.3961,29.318,21.2465,18.2417,15.6458,13.8903,13.2476,13.2257,13.0207,12.6664,12.0876
Event 138712575,139.295,102.209,63.129,43.6635,39.1341,26.1472,19.1217,15.7683,12.9184,10.5484
Event 138712563,167.06,49.3386,34.8674,24.887,20.8796,19.5767,18.3526,17.0075,16.482,14.7968,14.3988,14.2992,13.0231,10.1431
Event 138712603,57.082,28.69,26.4783,21.4687,18.0351,16.4651,15.5011,14.7292,13.8084,11.854,11.1917
Event 138712614,107.581,47.665,37.4115,22.6205,20.3508,19.5381,15.5846,15.4347,14.4667,14.3604,11.8707
Event 138712618,131.021,83.0249,35.6882,27.4332,17.5026,17.3818,15.5447,14.3622,13.6349,11.6757,11.4747,11.4614,10.7543,10.6252,10.3831
Event 138712606,99.5536,88.0692,65.5709,60.3808,50.7634,45.599,36.4225,16.1019,15.0412,13.7464,13.0129,12.9317,11.7836,11.1582
Event 138712631,198.637,158.787,22.2175,18.1753,16.7079,15.4494,14.9986,14.4158,12.5762,11.806,10.5429,10.2089
Event 138712625,79.5477,65.5114,56.0248,50.8338,42.5205,18.6542,14.4794,14.3732,11.325
Event 138712615,162.606,152.126,133.664,94.5622,87.7301,14.7616,14.3705,12.7048,12.1265,11.9683,11.2667,11.1883,10.8097,10.324
Event 138712607,117.109,94.9292,55.9668,55.3039,27.7351,26.682,23.5264,21.007,19.0548,15.1967,15.0335,14.5156,13.07,10.9233,10.6731
Event 138712577,102.838,73.5916,67.6263,66.9131,59.7327,51.0093,39.6737,23.4734,19.1981,14.2443,14.1379,13.7412,12.8242,12.5334,12.201,11.8522,11.5881,10.5219
Event 138712642,90.7814,55.399,46.1904,45.4001,25.9811,18.2334,18.2004,15.6696,14.8603,14.8062,14.3364,12.3003,10.1388
Event 138712589,155.451,132.596,77.1743,75.6402,41.8724,18.5137,13.1698,12.7371,11.5682,10.7962
Event 138712639,90.008,55.0362,50.6951,27.3036,26.6216,26.394,25.5151,25.2288,18.4375,15.6571,13.2514,12.4555,11.4373,10.9552,10.8875,10.2189
Event 138712652,127.435,66.1326,44.9026,32.5165,24.4042,21.4939,13.6439,13.0629,12.9564,12.7309,12.196,10.254
Event 138712650,80.1091,76.4113,52.3182,41.9896,27.1257,18.6279,16.9892,16.1162,14.9577,14.099,13.8471,12.7532
Event 138712662,80.1581,79.0414,61.1125,45.3656,43.1456,39.3349,26.6479,24.3539,15.4266,12.7124,11.7591,10.0296
Event 138712653,67.469,42.3623,27.4501,25.4863,15.99,13.2825,12.5689,12.0728,11.566,11.0874,10.9591
Event 138712656,70.1984,63.4051,54.7071,50.813,45.624,34.0058,13.1123,11.6799
Event 138712641,806.445,409.671,398.662,234.804,138.019,131.014,110.233,34.7838,28.2048,24.3568,20.6752,20.1161,18.9095,17.527,16.2866,13.7079,13.0533
Event 138712622,232.85,149.02,90.6599,87.4302,30.9874,25.4064,20.0012,16.1999,15.7258,15.3458,14.8526,14.4667,13.7737,13.7671,13.6561,13.4742,13.1293,10.9341,10.5027,10.0161
Event 138712689,95.9925,45.3446,31.7727,27.4113,26.0214,23.7804,18.9186,13.0189
Event 138712626,101.571,57.5816,56.0734,42.9472,40.6119,29.6051,23.67,16.2123,15.9004,15.3218,14.4493,13.8556,13.5433,13.3387,13.1839,13.0769,12.3899,11.9785
Event 138712672,54.6264,46.4467,40.9473,34.605,19.57,15.7815,13.7599,12.3682,11.5411,11.4557,10.6287,10.4649
